id,ime_in_priimek,državljanstvo,ocena,potencial,starost,iskanja,klub 
215147,Lautaro Giannetti,Argentina,75,78,26,2,Vélez Sarsfield
215148,Mariano Bíttolo,Argentina,75,75,30,0,Newell's Old Boys
215155,Fernando Zuqui,Argentina,72,72,28,0,Yeni Malatyaspor
215157,Federico Lértora,Argentina,72,72,30,0,Colón de Santa Fe
215159,Washington Camacho,Uruguay,70,70,34,0,Defensa y Justicia
215160,Fabrizio Angileri,Argentina,73,76,26,1,River Plate
215162,Alejandro Donatti,Argentina,75,75,34,0,San Lorenzo de Almagro
215165,Ciro Rius,Argentina,75,75,32,0,Defensa y Justicia
215178,Erik Godoy,Argentina,70,72,27,0,Vancouver Whitecaps FC
215181,Gino Peruzzi,Argentina,73,73,28,1,San Lorenzo de Almagro
215193,Lucas Menossi,Argentina,75,78,27,0,San Lorenzo de Almagro
215202,Lucas Janson,Argentina,74,75,26,1,Vélez Sarsfield
215213,Axel Werner,Argentina,70,77,24,3,Club Atlético de San Luis
215223,Walter Benítez,Argentina,81,84,27,4,OGC Nice
215227,Joel Carli,Argentina,74,74,34,0,Club Atlético Aldosivi
215228,Cristian Lema,Argentina,75,75,30,0,Damac FC
215245,Adrien Hunou,France,75,77,26,0,Stade Rennais FC
215251,Guido Herrera,Argentina,75,77,28,0,Yeni Malatyaspor
215259,Emiliano Rigoni,Argentina,77,77,27,3,Elche CF
215262,Fernando Márquez,Argentina,71,71,32,0,Unión de Santa Fe
215270,Lucas Zelarayán,Argentina,76,76,28,2,Columbus Crew SC
215283,César,Brazil,70,72,27,0,SC Farense
215316,Gerónimo Rulli,Argentina,82,84,28,7,Villarreal CF
215321,Jonathan Schunke,Argentina,70,70,33,0,Club Atlético Aldosivi
215322,Jonathan Silva,Argentina,75,78,26,0,CD Leganés
215330,Joaquín Correa,Argentina,81,84,26,15,Lazio
215331,Leonardo Jara,Argentina,73,73,29,2,Boca Juniors
215333,Duván Zapata,Colombia,83,83,29,18,Atalanta
215334,Guido Carrillo,Argentina,73,73,29,0,Elche CF
215353,Lucas Alario,Argentina,77,77,28,12,Bayer 04 Leverkusen
215363,Lorenzo Montipò,Italy,72,79,24,3,Benevento
215368,Reinhold Ranftl,Austria,72,72,28,0,LASK
215391,Ibrahima Seck,Senegal,72,72,31,0,SV Zulte Waregem
215399,Rúben Vezo,Portugal,77,82,26,2,Levante UD
215414,Daniel Guimarães,Brazil,71,71,33,0,CD Nacional
215417,Christian Mathenia,Germany,72,74,28,0,1. FC Nürnberg
215421,Deyverson,Brazil,74,74,29,1,D. Alavés
215433,Francesco Vicari,Italy,71,76,26,0,SPAL
215437,Darnell Fisher,England,72,75,26,0,Preston North End
215441,Serhou Guirassy,France,74,79,24,0,Stade Rennais FC
215443,Philip Zinckernagel,Denmark,74,77,25,1,FK Bodø/Glimt
215449,Robert Skov,Denmark,75,81,24,10,TSG Hoffenheim
215455,Bruno Petković,Croatia,77,80,26,2,Dinamo Zagreb
215466,Nikola Maksimović,Serbia,77,78,28,2,Napoli
215480,Aleksandar Boljević,Montenegro,70,74,24,0,Standard de Liège
215502,Bartłomiej Drągowski,Poland,75,82,23,16,Fiorentina
215522,Alexander Schlager,Austria,75,79,24,1,LASK
215531,Deniz Türüç,Turkey,75,75,27,0,İstanbul Başakşehir FK
215553,Henrique Dourado,Brazil,73,73,31,1,Henan Jianye FC
215556,Edimilson Fernandes,Switzerland,70,75,24,3,1. FSV Mainz 05
215565,Matt Miazga,United States,71,77,25,8,RSC Anderlecht
215569,Unai García,Spain,70,72,28,0,CA Osasuna
215590,Ayoze Pérez,Spain,79,79,27,4,Leicester City
215604,Cédric Brunner,Switzerland,70,72,26,1,DSC Arminia Bielefeld
215616,Jason,Spain,76,77,26,2,Valencia CF
215639,Kenedy,Brazil,76,79,24,8,Granada CF
215644,Burgui,Spain,73,74,26,0,D. Alavés
215651,Samir,Brazil,71,75,25,0,Udinese
215665,Filipe Ferreira,Portugal,72,72,30,0,CD Tondela
215689,Andrea Petagna,Italy,76,81,25,0,Napoli
215698,Mike Maignan,France,82,86,25,11,LOSC Lille
215699,Youssouf Sabaly,Senegal,75,75,27,1,FC Girondins de Bordeaux
215703,Marlon,Brazil,72,77,25,4,Sassuolo
215716,Aleksandar Mitrović,Serbia,77,80,26,8,Fulham
215720,Marko Vešović,Montenegro,70,70,29,0,Legia Warszawa
215725,Quintillà,Spain,74,81,24,2,Norwich City
215785,Keita Baldé,Senegal,76,79,25,13,Sampdoria
215792,Jemerson,Brazil,73,74,28,5,AS Monaco
215798,Maxwel Cornet,Ivory Coast,74,79,24,4,Olympique Lyonnais
215871,Alireza Jahanbakhsh,Iran,74,74,27,2,Brighton & Hove Albion
215886,Damir Kreilach,Croatia,71,71,31,1,Real Salt Lake
215892,Uroš Spajić,Serbia,75,76,27,0,Feyenoord
215914,N'Golo Kanté,France,88,88,29,39,Chelsea
215927,Renaud Emond,Belgium,71,71,28,0,FC Nantes
215930,Tin Jedvaj,Croatia,75,81,24,5,Bayer 04 Leverkusen
215965,Carlos Strandberg,Sweden,70,75,24,0,Abha Club
215969,Laurent Dos Santos,France,70,71,27,1,Valenciennes FC
215970,Boli Bolingoli,Belgium,70,74,25,1,İstanbul Başakşehir FK
215985,Fernando Monetti,Argentina,71,71,31,0,San Lorenzo de Almagro
215995,Emiliano Méndez,Argentina,71,71,31,0,Arsenal de Sarandí
215998,Ignacio Fernández,Argentina,81,81,30,2,River Plate
216033,Jorge Broun,Argentina,73,73,34,0,Gimnasia y Esgrima La Plata
216036,Rafael Delgado,Argentina,74,74,30,0,Colón de Santa Fe
216054,Nery Domínguez,Argentina,76,76,30,0,Racing Club
216065,Marco Sportiello,Italy,76,76,28,2,Atalanta
216067,Riccardo Gagliolo,Sweden,74,74,30,0,Parma
216072,Gaetano Letizia,Italy,73,73,30,0,Benevento
216079,Antonio Di Gaudio,Italy,70,70,31,0,Hellas Verona
216145,Armando Izzo,Italy,79,81,28,0,Torino
216150,Davide Zappacosta,Italy,78,78,28,4,Genoa
216158,Silvan Widmer,Switzerland,76,77,27,0,FC Basel 1893
216175,Cican Stanković,Austria,74,77,27,1,FC Red Bull Salzburg
216182,Mario Leitgeb,Austria,70,70,32,1,RZ Pellets Wolfsberger AC
216189,Capa,Spain,81,81,28,4,Athletic Club
216194,Dani García,Spain,79,79,30,0,Athletic Club
216199,Patrick Mainka,Germany,73,75,25,1,1. FC Heidenheim 1846
216201,Iñaki Williams,Spain,81,84,26,23,Athletic Club
216229,Rémy Dugimont,France,70,70,34,0,AJ Auxerre
216245,Luis Cárdenas,Mexico,70,74,27,0,Rayados de Monterrey
216247,Marcel Tisserand,DR Congo,73,75,27,2,Fenerbahçe SK
216258,Ihlas Bebou,Togo,74,77,26,2,TSG Hoffenheim
216260,Fabio Kaufmann,Germany,70,70,28,0,Eintracht Braunschweig
216266,Kenny Tete,Netherlands,77,81,25,3,Fulham
216267,Andrew Robertson,Scotland,87,89,26,37,Liverpool
216275,Phillipp Mwene,Austria,72,74,26,3,1. FSV Mainz 05
216282,Raphael Framberger,Germany,71,75,25,0,FC Augsburg
216283,Danilo,Brazil,75,75,28,0,VfL Bochum 1848
216286,Jeppe Andersen,Denmark,70,71,27,0,Hammarby IF
216289,Mark Diemers,Netherlands,72,73,27,0,Feyenoord
216302,Emmanuel García,Mexico,72,72,30,0,Pachuca
216320,Seko Fofana,Ivory Coast,76,80,25,2,RC Lens
216325,Angus Gunn,England,74,78,24,6,Stoke City
216334,Pieter Gerkens,Belgium,71,74,25,0,Royal Antwerp FC
216335,Yuriy Gazinskiy,Russia,75,75,31,0,Free Agents
216350,Arijan Ademi,North Macedonia,76,76,29,0,Dinamo Zagreb
216351,Domagoj Antolić,Croatia,71,71,29,0,Legia Warszawa
216352,Marcelo Brozović,Croatia,84,85,27,7,Inter
216354,Andrej Kramarić,Croatia,82,82,29,5,TSG Hoffenheim
216373,Marcelo Goiano,Brazil,78,78,33,1,Demir Grup Sivasspor
216376,Marco Sangalli,Spain,70,70,28,0,R. Oviedo
216380,Daley Sinkgraven,Netherlands,77,81,25,4,Bayer 04 Leverkusen
216381,Jean Zimmer,Germany,72,73,26,0,Fortuna Düsseldorf
216385,Richard Ortiz,Paraguay,74,74,30,0,Club Olimpia
216388,Allan Saint-Maximin,France,80,86,23,24,Newcastle United
216391,Erik,Brazil,73,75,26,1,Yokohama F・Marinos
216393,Youri Tielemans,Belgium,81,85,23,26,Leicester City
216409,Matteo Politano,Italy,81,81,27,3,Napoli
216416,Jan Gyamerah,Germany,71,75,25,1,Hamburger SV
216433,Anwar El Ghazi,Netherlands,75,78,25,3,Aston Villa
216435,Stanislav Lobotka,Slovakia,78,83,25,2,Napoli
216437,Wallace,Brazil,74,78,26,2,Yeni Malatyaspor
216447,Álvaro García,Spain,72,72,28,0,Rayo Vallecano
216451,Jean Michaël Seri,Ivory Coast,76,76,29,4,Fulham
216452,Gonçalo Paciência,Portugal,77,79,26,2,FC Schalke 04
216460,José María Giménez,Uruguay,84,88,25,14,Atlético de Madrid
216464,Alan Browne,Republic of Ireland,73,77,25,3,Preston North End
216466,Wendell,Brazil,77,78,27,2,Bayer 04 Leverkusen
216468,Juan Pablo Añor,Venezuela,71,72,26,5,Free Agents
216475,Morales,Spain,79,79,33,6,Levante UD
216481,Jake Cooper,England,71,75,25,3,Millwall
216482,Bryan Pelé,France,72,72,28,0,En Avant Guingamp
216497,Maximilian Philipp,Germany,76,78,26,4,VfL Wolfsburg
216520,Javier Güemez,Mexico,71,71,29,0,Deportivo Toluca
216523,Marios Oikonomou,Greece,70,72,28,0,FC København
216531,Paulinho,Portugal,79,80,27,2,SC Braga
216547,Rafa,Portugal,83,83,27,6,SL Benfica
216549,Alexander Sørloth,Norway,77,81,24,10,RB Leipzig
216594,Nabil Fekir,France,83,84,27,16,Real Betis Balompié
216605,Akapo,Equatorial Guinea,70,71,27,1,Cádiz CF
216627,Kieffer Moore,Wales,70,70,28,0,Cardiff City
216643,Léo Dubois,France,78,80,26,6,Olympique Lyonnais
216655,Bastos,Angola,77,78,28,0,Lazio
216682,Deon Hotto,Namibia,70,70,29,0,Orlando Pirates
216692,Sebastián Torrico,Argentina,73,73,40,0,San Lorenzo de Almagro
216700,Maximiliano Meza,Argentina,74,75,27,5,Rayados de Monterrey
216706,Franco Mussis,Argentina,70,71,28,0,Atlético Tucumán
216742,Miha Mevlja,Slovenia,74,74,30,0,Free Agents
216749,Carlos Mané,Portugal,74,75,26,0,Rio Ave FC
216751,Diego Bejarano,Bolivia,70,70,29,1,Club Bolívar
216774,Wesley Hoedt,Netherlands,75,78,26,0,Lazio
216778,Rúben Semedo,Portugal,76,79,26,0,Olympiacos CFP
216793,Jean-David Beauguel,France,72,72,28,0,Viktoria Plzeň
216811,Kendall Waston,Costa Rica,70,70,32,1,FC Cincinnati
216813,Bruno Henrique,Brazil,74,74,31,0,Al Ittihad
216814,Salih Uçan,Turkey,72,75,26,2,Alanyaspor
216816,Giovanni Simeone,Argentina,76,81,25,6,Cagliari
216820,Moses Simon,Nigeria,77,80,25,4,FC Nantes
216939,Andre Blake,Jamaica,75,77,29,2,Philadelphia Union
217007,Mame Thiam,Senegal,71,71,28,2,Fenerbahçe SK
217021,Sandro Lima,Brazil,72,72,29,0,Tianjin TEDA FC
217036,Álex Moreno,Spain,77,78,27,1,Real Betis Balompié
217047,Aníbal Godoy,Panama,71,71,30,1,Nashville SC
217082,Wilker Ángel,Venezuela,71,73,27,1,Free Agents
217085,Víctor García,Venezuela,73,76,26,0,AD Alcorcón
217097,Rómulo Otero,Venezuela,75,75,27,0,Free Agents
217168,Javier Abella,Mexico,72,75,26,0,Club Atlas
217196,José Luis Palomino,Argentina,76,76,30,2,Atalanta
217235,Zainadine,Mozambique,75,75,32,0,Marítimo
217242,Yuya Kubo,Japan,71,72,26,2,FC Cincinnati
217287,Julien De Sart,Belgium,72,76,25,0,KV Kortrijk
217502,Alexander Kofler,Austria,70,70,33,0,RZ Pellets Wolfsberger AC
217546,Sequeira,Portugal,78,78,30,0,SC Braga
217565,Jubal,Brazil,70,73,27,0,AJ Auxerre
217605,Lukas Lerager,Denmark,73,74,27,0,Genoa
217648,Genki Haraguchi,Japan,72,72,29,2,Hannover 96
217649,Shūichi Gonda,Japan,70,70,31,0,Portimonense SC
217699,Islam Slimani,Algeria,77,77,32,1,Leicester City
217714,Paul Arriola,United States,73,76,25,1,D.C. United
217731,Sandro,Spain,73,77,25,4,SD Huesca
217805,Alexis Martín Arias,Argentina,72,75,28,0,Unión La Calera
217813,Gibrán Lajud,Mexico,70,74,26,2,Santos Laguna
217852,Kevin Molino,Trinidad & Tobago,71,71,30,1,Minnesota United FC
217870,Giovanni Di Lorenzo,Italy,76,77,27,4,Napoli
217877,Théo Bongonda,Belgium,74,78,24,1,KRC Genk
217940,Dakonam Djené,Togo,82,83,28,3,Getafe CF
218066,Mbwana Ally Samatta,Tanzania,76,77,27,5,Fenerbahçe SK
218154,Khama Billiat,Zimbabwe,75,75,30,0,Kaizer Chiefs
218191,Gustavo Gómez,Paraguay,73,76,27,2,Free Agents
218208,César Fuentes,Chile,70,73,27,0,Colo-Colo
218298,Saturnin Allagbé,Benin,70,74,26,2,Dijon FCO
218339,Mahmoud Dahoud,Germany,76,81,24,7,Borussia Dortmund
218341,Josip Elez,Croatia,70,74,26,0,Hannover 96
218359,Didier Ndong,Gabon,75,78,26,1,Dijon FCO
218471,Kim Min Woo,Korea Republic,70,70,30,0,Suwon Samsung Bluewings
218534,Sargis Adamyan,Armenia,74,75,27,0,TSG Hoffenheim
218540,Ambroise Oyongo,Cameroon,74,74,29,0,Montpellier Hérault SC
218621,Facundo Sánchez,Argentina,75,75,30,0,Panathinaikos FC
218623,Cafú,Portugal,70,72,27,1,Nottingham Forest
218658,Dominic Iorfa,England,71,75,25,2,Sheffield Wednesday
218659,Matt Targett,England,76,81,25,0,Aston Villa
218660,Josh Sims,England,70,78,23,1,Doncaster Rovers
218667,Bernardo Silva,Portugal,87,88,26,25,Manchester City
218717,Gabadhino Mhango,Malawi,70,70,28,0,Orlando Pirates
218743,Alexis Zapata,Colombia,70,73,25,0,CS Emelec
218744,Jack Byrne,Republic of Ireland,71,76,24,0,Shamrock Rovers
218745,Olivier Ntcham,France,73,80,24,3,Celtic
218746,Pozo,Spain,71,78,24,2,Rayo Vallecano
218747,César Pinares,Chile,70,70,29,0,Universidad Católica
218868,Alejandro Silva,Uruguay,75,75,31,1,Club Olimpia
218936,Rafa Soares,Portugal,73,78,25,1,SD Eibar
218970,Firmin Mubele,DR Congo,72,75,26,0,Toulouse FC
218981,Helibelton Palacios,Colombia,72,73,27,1,Atlético Nacional
219087,Sebastián Vegas,Chile,74,81,23,3,Rayados de Monterrey
219127,Pablo Galdames,Chile,70,75,23,1,Vélez Sarsfield
219145,Guillermo Maripán,Chile,75,77,26,2,AS Monaco
219180,Dani Calvo,Spain,71,75,26,1,Elche CF
219181,Pedro Tiba,Portugal,72,72,32,0,Lech Poznań
219244,David von Ballmoos,Switzerland,75,81,25,2,BSC Young Boys
219258,Pedro Henrique,Brazil,77,80,27,1,Al Wehda
219391,Gonzalo Escalante,Argentina,77,80,27,3,Lazio
219409,Vyacheslav Karavaev,Russia,74,77,25,1,Free Agents
219411,José Izquierdo,Colombia,74,74,28,2,Brighton & Hove Albion
219413,Edwin Velasco,Colombia,70,70,28,0,América de Cali
219452,Julián Fernández,Argentina,70,76,25,0,Newell's Old Boys
219455,Jonathan Calleri,Argentina,74,75,27,0,CA Osasuna
219466,Birger Meling,Norway,72,77,25,1,Nîmes Olympique
219469,Stipe Perica,Croatia,71,76,25,0,Watford
219496,Simy,Nigeria,71,71,28,0,Crotone
219510,Ebenezer Ofori,Ghana,71,76,25,1,AIK
219522,Jeremías Conan Ledesma,Argentina,74,77,27,0,Cádiz CF
219536,Ignacio Pussetto,Argentina,74,80,24,1,Udinese
219571,Camarasa,Spain,74,77,26,0,Real Betis Balompié
219576,Rodrigo Battaglia,Argentina,75,75,29,0,D. Alavés
219581,Samuel Gigot,France,78,81,27,1,Spartak Moscow
219585,Martin Valjent,Slovakia,73,80,24,0,RCD Mallorca
219626,José Luis Gómez,Argentina,70,71,27,1,Club Atlético Lanús
219652,Rober Ibáñez,Spain,72,72,27,2,CD Leganés
219677,Ricardo Gomes,Cape Verde,71,71,28,0,BB Erzurumspor
219681,Jordan Amavi,France,78,80,26,4,Olympique de Marseille
219683,Corentin Tolisso,France,80,83,26,12,FC Bayern München
219686,Carlos Júnior,Brazil,71,74,25,0,Santa Clara
219693,Diego Carlos,Brazil,83,85,27,20,Sevilla FC
219709,Saúl,Spain,71,76,25,0,R. Sporting
219712,Sebastián Cristóforo,Uruguay,74,75,27,0,Girona FC
219717,Yony González,Colombia,75,76,26,1,LA Galaxy
219728,Edgar Méndez,Spain,73,73,30,0,D. Alavés
219732,Georges-Kévin Nkoudou,France,75,78,25,3,Beşiktaş JK
219733,Ludovic Ajorque,France,76,79,26,1,RC Strasbourg Alsace
219736,Ethan Horvath,United States,71,75,25,0,Club Brugge KV
219740,Kahraba,Egypt,71,71,26,1,Free Agents
219754,Bruno Varela,Portugal,73,75,25,0,Vitória Guimarães
219771,Gabriel Xavier,Brazil,70,70,27,1,Nagoya Grampus
219777,Chema Rodríguez,Spain,72,74,28,0,Getafe CF
219787,Andrés Mosquera,Colombia,73,73,30,2,Club León
219789,Hamari Traoré,Mali,79,79,28,2,Stade Rennais FC
219792,Baptiste Santamaria,France,79,82,25,1,Sport-Club Freiburg
219793,Thomas Didillon,France,73,77,24,0,Cercle Brugge
219797,Roger Martínez,Colombia,72,74,26,0,Club América
219809,Tiemoué Bakayoko,France,79,81,26,14,Napoli
219814,Sean Klaiber,Netherlands,76,78,26,1,Ajax
219835,Néstor Camacho,Paraguay,74,74,33,0,Club Olimpia
219837,Aguza,Spain,70,71,28,2,FC Cartagena
219841,Jorge Figal,Argentina,73,77,26,0,Inter Miami CF
219848,David Costas,Spain,71,76,25,0,RC Celta
219852,Alex Ferrari,Italy,70,75,26,0,Sampdoria
219860,Geisson Perea,Colombia,70,71,29,0,Atlético Nacional
219862,Miguel Borja,Colombia,76,77,27,1,Junior FC
219911,Thulani Hlatshwayo,South Africa,74,74,30,0,Orlando Pirates
219912,Lebogang Manyama,South Africa,70,70,30,0,Kaizer Chiefs
219932,Antonio Sanabria,Paraguay,74,81,24,4,Real Betis Balompié
219942,Didier Delgado,Colombia,73,73,28,0,Independiente Medellín
219953,Embarba,Spain,75,75,28,0,RCD Espanyol
219985,Matias Vecino,Uruguay,80,80,29,6,Inter
219988,Felipe Avenatti,Uruguay,71,72,27,1,Standard de Liège
220018,Ante Rebić,Croatia,79,80,27,26,Milan
220031,Oliver McBurnie,Scotland,75,79,24,3,Sheffield United
220048,Simone Scuffet,Italy,72,79,24,2,Udinese
220058,Dillon Phillips,England,71,76,25,1,Cardiff City
220064,Clifford Aboagye,Ghana,71,76,25,1,Club Tijuana
220075,Mohamed Kanno,Saudi Arabia,71,76,26,1,Al Hilal
220085,Luca Waldschmidt,Germany,76,83,24,8,SL Benfica
220087,Fabrício Baiano,Brazil,71,72,28,0,Çaykur Rizespor
220093,Hans Hateboer,Netherlands,78,79,26,8,Atalanta
220128,Jonatan Cristaldo,Argentina,71,71,31,1,Racing Club
220131,Mbaye Diagne,Senegal,74,74,28,1,Galatasaray SK
220132,Zaldúa,Spain,79,79,28,1,Real Sociedad
220148,Nicolás Orsini,Argentina,71,74,26,0,Club Atlético Lanús
220150,Jean Deza,Peru,71,71,27,0,Deportivo Binacional
220152,Yves Baraye,Senegal,72,72,28,1,Gil Vicente FC
220165,Joel Pohjanpalo,Finland,72,74,26,2,1. FC Union Berlin
220172,Saidy Janko,Switzerland,72,77,25,3,R. Valladolid CF
220180,Ismaïl Aissati,Morocco,70,70,32,0,Denizlispor
220182,Jason Denayer,Belgium,79,83,25,28,Olympique Lyonnais
220196,David Brooks,Wales,76,83,23,5,AFC Bournemouth
220198,Bersant Celina,Kosovo,72,79,24,2,Dijon FCO
220209,Kemar Lawrence,Jamaica,73,73,28,2,RSC Anderlecht
220245,Bongani Zungu,South Africa,72,73,28,0,Rangers FC
220253,Munir,Spain,79,84,25,11,Sevilla FC
220287,Juan Dinenno,Argentina,75,78,26,8,Club Universidad Nacional
220295,Enner Valencia,Ecuador,72,72,30,5,Fenerbahçe SK
220332,Ángel Romero,Paraguay,75,75,28,0,San Lorenzo de Almagro
220334,Óscar Romero,Paraguay,76,76,28,1,San Lorenzo de Almagro
220337,Junior Alonso,Paraguay,74,77,27,0,Free Agents
220348,Iza Carcelén,Spain,71,72,27,1,Cádiz CF
220355,Alex Alegría,Spain,70,70,28,1,RCD Mallorca
220386,Iván Rodríguez,Spain,70,77,24,0,SD Ponferradina
220407,Martin Dúbravka,Slovakia,83,83,31,0,Newcastle United
220414,Diego Rico,Spain,77,78,27,3,AFC Bournemouth
220421,Hassane Kamara,France,77,80,26,2,OGC Nice
220440,Clément Lenglet,France,85,89,25,33,FC Barcelona
220466,Federico Mattiello,Italy,71,73,25,0,La Spezia
220475,Alberto Grassi,Italy,73,77,25,0,Parma
220477,Mattia Caldara,Italy,78,83,26,12,Atalanta
220493,Antonio Barreca,Italy,72,76,25,3,Fiorentina
220502,Mattia Zaccagni,Italy,75,80,25,1,Hellas Verona
220509,Lorenzo Venuti,Italy,70,75,25,2,Fiorentina
220513,Federico Ricci,Italy,72,72,26,0,Sassuolo
220523,Yerry Mina,Colombia,78,80,26,20,Everton
220534,Sebastiano Luperto,Italy,71,79,24,1,Crotone
220570,Jan Bednarek,Poland,77,83,24,8,Southampton
220604,Jaume,Spain,78,79,29,2,Valencia CF
220609,Valentín Vada,Argentina,72,76,24,0,CD Tenerife
220620,Florent Hadergjonaj,Kosovo,71,74,26,0,Kasimpaşa SK
220621,Saïd Benrahma,Algeria,77,80,25,3,West Ham United
220633,Demarai Gray,England,75,77,24,6,Leicester City
220638,Luismi,Spain,70,71,28,0,Elche CF
220649,Stefano Vecchia,Sweden,70,73,25,0,IK Sirius
220651,Angeliño,Spain,80,85,23,18,RB Leipzig
220658,Ailton,Brazil,72,74,25,2,VfB Stuttgart
220659,Josh Brownhill,England,73,79,24,0,Burnley
220673,Renato Tapia,Peru,73,78,25,3,RC Celta
220697,James Maddison,England,81,85,23,23,Leicester City
220702,Gastón Silva,Uruguay,75,78,26,2,SD Huesca
220710,Harry Wilson,Wales,77,83,23,4,Cardiff City
220714,Philip Billing,Denmark,75,81,24,3,AFC Bournemouth
220715,Ezequiel Ponce,Argentina,74,80,23,4,Spartak Moscow
220735,Douglas Tanque,Brazil,70,72,27,0,FC Paços de Ferreira
220739,Junior Sornoza,Ecuador,71,73,26,0,LDU Quito
220746,Andrija Živković,Serbia,73,77,24,0,PAOK
220763,Ryan Thomas,New Zealand,75,77,25,1,PSV
220782,Marco Ilaimaharitra,Madagascar,74,79,25,1,Sporting Charleroi
220785,Antonio Čolak,Croatia,72,72,27,0,PAOK
220793,Davinson Sánchez,Colombia,81,84,24,25,Tottenham Hotspur
220814,Lucas Hernández,France,82,87,24,26,FC Bayern München
220829,Ernesto Torregrossa,Italy,71,71,28,0,Brescia
220831,Mickaël Malsa,France,70,75,25,0,Levante UD
220834,Marco Asensio,Spain,82,86,24,34,Real Madrid
220854,Érick Gutiérrez,Mexico,74,77,25,4,PSV
220862,Jordan Hugill,England,70,70,28,1,Norwich City
220883,Rafael Santos Borré,Colombia,78,83,25,10,River Plate
220901,David Raya,Spain,74,79,25,2,Brentford
220905,Jean-Eudes Aholou,Ivory Coast,74,77,26,1,RC Strasbourg Alsace
220921,Anderson Esiti,Nigeria,72,75,26,1,PAOK
220925,Alessandro Schöpf,Austria,72,74,26,0,FC Schalke 04
220932,Lovre Kalinić,Croatia,75,75,30,0,Aston Villa
220938,Jorge Correa,Argentina,70,70,27,0,Marítimo
220948,Serhiy Sydorchuk,Ukraine,75,75,29,0,Dynamo Kyiv
220969,Niclas Eliasson,Sweden,72,75,24,0,Nîmes Olympique
220971,Naby Keïta,Guinea,81,85,25,13,Liverpool
221000,Badou Ndiaye,Senegal,72,72,30,0,Fatih Karagümrük SK
221001,Ulrik Saltnes,Norway,70,71,27,0,FK Bodø/Glimt
221014,Carlos Fernández,Spain,76,83,24,3,Sevilla FC
221016,Nikola Vukčević,Montenegro,75,75,28,0,Levante UD
221053,Elias Gómez,Argentina,74,75,26,0,Argentinos Juniors
221087,Pau López,Spain,83,86,25,11,Roma
221168,Dawid Kownacki,Poland,71,78,23,2,Fortuna Düsseldorf
221174,Mislav Oršić,Croatia,76,76,27,2,Dinamo Zagreb
221201,Tim Leibold,Germany,76,77,26,1,Hamburger SV
221219,Germán Conti,Argentina,72,77,26,0,Club Atlas
221250,Gerónimo Poblete,Argentina,72,75,27,2,FC Metz
221269,Jaïro Riedewald,Netherlands,71,74,24,3,Crystal Palace
221282,Jack Stacey,England,73,78,24,0,AFC Bournemouth
221284,Jonathan Gradit,France,72,75,27,1,RC Lens
221306,Michael Barrios,Colombia,75,75,29,1,FC Dallas
221310,Andrés Felipe Roa,Colombia,74,74,27,0,Club Atlético Independiente
221311,Johan Arango,Colombia,72,72,29,0,Deportivo Binacional
221312,Alexis Pérez,Colombia,70,75,26,0,Club Atlético Lanús
221323,Jérôme Onguéné,Cameroon,72,80,22,2,FC Red Bull Salzburg
221342,Pablo Maffeo,Spain,75,82,23,5,SD Huesca
221354,Miloš Veljković,Serbia,73,77,25,0,SV Werder Bremen
221363,Donny van de Beek,Netherlands,83,87,23,46,Manchester United
221367,Deni Milošević,Bosnia & Herzegovina,72,75,25,0,Konyaspor
221370,Mohammed Al Buraik,Saudi Arabia,73,73,28,0,Al Hilal
221403,Fabiano,Brazil,71,71,28,0,Denizlispor
221422,Sverrir Ingi Ingason,Iceland,73,75,27,0,PAOK
221430,Uroš Đurđević,Serbia,70,73,26,0,R. Sporting
221433,Omar Govea,Mexico,70,75,24,3,SV Zulte Waregem
221434,Dieter Villalpando,Mexico,70,70,29,0,Club Deportivo Guadalajara
221445,Wu Lei,China PR,78,78,28,4,RCD Espanyol
221479,Dominic Calvert-Lewin,England,80,86,23,42,Everton
221480,Yesus Cabrera,Colombia,70,70,30,0,América de Cali
221488,Ryan Hollingshead,United States,70,70,29,1,FC Dallas
221491,Nico Elvedi,Switzerland,78,84,24,5,Borussia Mönchengladbach
221540,Raúl,Brazil,76,76,30,0,SC Braga
221553,Viðar Örn Kjartansson,Iceland,71,71,30,1,Vålerenga Fotball
221584,Jacob Rinne,Sweden,73,76,27,1,Aalborg BK
221587,Joe Lolley,England,75,75,28,0,Nottingham Forest
221600,Matt Clarke,England,71,79,24,0,Derby County
221610,Dénes Dibusz,Hungary,73,73,29,0,Free Agents
221618,Lys Mousset,France,74,78,24,4,Sheffield United
221621,Steve Birnbaum,United States,70,71,29,1,D.C. United
221634,Luciano Acosta,Argentina,74,75,26,1,Club Atlas
221639,Mariano,Dominican Republic,77,78,27,9,Real Madrid
221641,Wilfried Kanon,Ivory Coast,71,73,27,2,Free Agents
221660,Victor Lindelöf,Sweden,80,84,26,18,Manchester United
221671,Lee Jae Sung,Korea Republic,74,74,28,0,Holstein Kiel
221695,Godfred Donsah,Ghana,70,76,24,0,Çaykur Rizespor
221697,Ollie Watkins,England,76,81,24,8,Aston Villa
221714,Alfredo Morelos,Colombia,75,82,24,2,Rangers FC
221740,Enzo Crivelli,France,75,79,25,1,İstanbul Başakşehir FK
221743,Hélder Costa,Portugal,73,74,26,3,Leeds United
221753,Marcel Sobottka,Germany,71,73,26,0,Fortuna Düsseldorf
221774,Fernando Karanga,Brazil,71,71,29,0,Henan Jianye FC
