id,ime_in_priimek,državljanstvo,ocena,potencial,starost,iskanja,klub 
221793,Patrick Twumasi,Ghana,71,72,26,0,Hannover 96
221797,Erik Thommy,Germany,75,76,26,2,VfB Stuttgart
221820,Zhang Xizhe,China PR,70,70,29,0,Beijing Sinobo Guoan FC
221832,Lucas Olaza,Uruguay,77,80,26,1,RC Celta
221841,Adam Armstrong,England,73,81,23,10,Blackburn Rovers
221860,Carlos Gruezo,Ecuador,72,79,25,1,FC Augsburg
221865,Abdallah Gomaa,Egypt,70,74,24,2,Free Agents
221875,Son Jun Ho,Korea Republic,70,70,28,1,Jeonbuk Hyundai Motors
221885,Paul Seguin,Germany,71,75,25,1,SpVgg Greuther Fürth
221890,Jay Fulton,Scotland,71,75,26,0,Swansea City
221908,Lewis Morgan,Scotland,70,76,24,1,Inter Miami CF
221912,Kang Hyeon Mu,Korea Republic,70,74,25,0,Pohang Steelers
221919,Arbër Zeneli,Kosovo,74,77,25,0,Stade de Reims
221923,Vigaray,Spain,74,77,26,0,R. Zaragoza
221931,Peter Žulj,Austria,71,72,27,1,RSC Anderlecht
221944,Peter Michorl,Austria,73,77,25,0,LASK
221969,Filip Mladenović,Serbia,70,70,29,0,Legia Warszawa
221982,Patrick Roberts,England,73,81,23,3,Middlesbrough
221990,Jonathan Cabral,Argentina,71,73,28,1,Atlético Tucumán
221992,Hirving Lozano,Mexico,80,83,25,18,Napoli
221994,Núrio Fortuna,Angola,74,77,25,0,KAA Gent
222022,Leonel Di Plácido,Argentina,72,75,26,2,Club Atlético Lanús
222028,Julian Weigl,Germany,79,82,25,7,SL Benfica
222077,Manuel Locatelli,Italy,78,84,22,15,Sassuolo
222104,Tosin Adarabioyo,England,70,81,23,5,Fulham
222123,Aaron Long,United States,75,77,28,3,New York Red Bulls
222134,Tarek Hamed,Egypt,76,76,32,3,Free Agents
222148,Ondrej Duda,Slovakia,75,79,25,0,1. FC Köln
222160,Youssouf Koné,Mali,76,80,25,6,Elche CF
222204,Cao Yunding,China PR,72,72,30,0,Shanghai Greenland Shenhua
222224,Paul Anton,Romania,70,70,29,0,FC Dinamo 1948
222227,Patrick Berg,Norway,72,80,22,2,FK Bodø/Glimt
222262,Cyriel Dessers,Nigeria,72,75,25,0,KRC Genk
222278,Tang Miao,China PR,70,70,30,1,Guangzhou R&F FC
222315,Gabriel Esparza,Argentina,70,70,27,0,Club Sol de América
222331,Lukas Klostermann,Germany,80,85,24,24,RB Leipzig
222352,Albian Ajeti,Switzerland,72,79,23,3,Celtic
222357,Breel Embolo,Switzerland,78,84,23,22,Borussia Mönchengladbach
222368,Anton Miranchuk,Russia,76,81,25,5,Lokomotiv Moskva
222390,Unai López,Spain,77,81,24,1,Athletic Club
222400,Harry Winks,England,79,84,24,13,Tottenham Hotspur
222404,Mathias Normann,Norway,76,82,24,4,Free Agents
222411,Jérôme Prior,France,72,78,25,0,Valenciennes FC
222428,Juan Cruz Komar,Argentina,72,81,24,0,Club Atlético Talleres
222429,Andrés Cubas,Paraguay,75,82,24,2,Nîmes Olympique
222430,Fabián Viáfara,Colombia,71,71,28,0,Junior FC
222457,Bernard Mensah,Ghana,75,78,26,4,Beşiktaş JK
222461,Rochinha,Portugal,72,75,25,0,Vitória Guimarães
222464,Sivera,Spain,72,78,24,0,D. Alavés
222467,Ivi,Spain,72,73,26,0,Raków Częstochowa
222475,Morten Thorsby,Norway,71,76,24,3,Sampdoria
222492,Leroy Sané,Germany,85,90,24,56,FC Bayern München
222493,Marvin Friedrich,Germany,74,79,24,1,1. FC Union Berlin
222501,Timothy Castagne,Belgium,77,82,24,9,Leicester City
222509,Dani Ceballos,Spain,80,85,24,20,Arsenal
222511,Ezequiel Unsain,Argentina,74,79,25,1,Defensa y Justicia
222514,Freddie Woodman,England,72,82,23,1,Swansea City
222515,Zinedine Ferhat,Algeria,76,76,27,1,Nîmes Olympique
222521,Oliver Hüsing,Germany,70,72,27,0,1. FC Heidenheim 1846
222537,Zizo,Egypt,71,74,24,1,Free Agents
222544,Efthymios Koulouris,Greece,70,73,24,0,Toulouse FC
222546,Leopold Zingerle,Germany,72,74,26,0,SC Paderborn 07
222553,Sebastian Griesbeck,Germany,72,72,30,0,1. FC Union Berlin
222558,Rick Karsdorp,Netherlands,75,77,25,1,Roma
222560,Themba Zwane,South Africa,74,74,31,0,Free Agents
222562,Rúnar Alex Rúnarsson,Iceland,70,75,25,7,Arsenal
222573,Andrés Tello,Colombia,70,75,24,0,Benevento
222590,Mauro Manotas,Colombia,71,74,25,2,Houston Dynamo
222598,Nélson Monte,Portugal,72,77,25,0,Rio Ave FC
222634,Isaac Success,Nigeria,70,76,24,5,Watford
222644,Yamil Asad,Argentina,72,73,26,5,D.C. United
222665,Martin Ødegaard,Norway,83,89,21,53,Real Madrid
222671,Everaldo,Brazil,73,73,29,0,Kashima Antlers
222692,Benno Schmitz,Germany,71,74,25,0,1. FC Köln
222709,Petros,Brazil,78,78,31,0,Al Nassr
222715,Otávio,Brazil,77,79,26,0,FC Girondins de Bordeaux
222716,Everton,Brazil,81,86,24,12,SL Benfica
222724,Benson Manuel,Belgium,71,77,23,0,Royal Antwerp FC
222741,Leandro Pereira,Brazil,70,70,29,0,Sanfrecce Hiroshima
222775,Tobias Pachonik,Germany,70,75,25,0,VVV-Venlo
222825,Chadrac Akolo,DR Congo,72,75,25,2,Amiens SC
222838,Bashkim Ajdini,Germany,70,71,27,0,VfL Osnabrück
222840,Racine Coly,Senegal,72,78,24,0,OGC Nice
222844,Walace,Brazil,72,76,25,0,Udinese
222943,Jony,Spain,78,78,29,0,CA Osasuna
222951,Marek Rodák,Slovakia,74,81,23,2,Fulham
222982,Alexis Blin,France,73,77,24,0,Amiens SC
222986,Masato Morishige,Japan,71,71,33,1,F.C. Tokyo
222987,Hotaru Yamaguchi,Japan,70,70,30,1,Vissel Kobe
222994,Marvelous Nakamba,Zimbabwe,75,78,26,0,Aston Villa
223017,Ömer Ali Şahiner,Turkey,74,74,28,0,Konyaspor
223030,Aytaç Kara,Turkey,70,71,27,0,Kasimpaşa SK
223033,Jorge Meré,Spain,72,79,23,3,1. FC Köln
223053,Ángel Mena,Ecuador,78,78,32,1,Club León
223054,Cristian Penilla,Ecuador,71,71,29,2,New England Revolution
223058,Daler Kuzyaev,Russia,76,77,27,2,Free Agents
223061,Franco Cervi,Argentina,78,79,26,1,SL Benfica
223065,Gustavo Toledo,Argentina,70,70,31,1,Atlético Tucumán
223066,Andrés Chávez,Argentina,72,72,29,0,Club Atlético Huracán
223113,Krzysztof Piątek,Poland,78,82,25,8,Hertha Berlin
223136,Yusuf Erdoğan,Turkey,71,71,28,1,Kasimpaşa SK
223138,Anthony Briançon,France,74,77,25,1,Nîmes Olympique
223143,Ulisses Garcia,Switzerland,72,79,24,0,BSC Young Boys
223154,Ozan Tufan,Turkey,72,77,25,7,Fenerbahçe SK
223188,Şener Özbayraklı,Turkey,73,73,30,0,Galatasaray SK
223197,Enes Ünal,Turkey,75,81,23,3,Getafe CF
223198,Ali Adnan,Iraq,75,76,26,0,Vancouver Whitecaps FC
223208,Zsolt Kalmár,Hungary,72,76,25,0,Free Agents
223212,Oğulcan Çağlayan,Turkey,72,76,24,0,Galatasaray SK
223219,Anice Badri,Tunisia,71,71,30,0,Al Ittihad
223229,Cristian Manea,Romania,70,79,23,0,FC CFR 1907 Cluj
223231,Florin Tănase,Romania,71,75,25,0,FCSB
223241,Marcelo Benítez,Argentina,72,72,29,0,Defensa y Justicia
223243,Emanuel Aguilera,Argentina,71,71,31,0,Club América
223245,Brian Fernández,Argentina,70,72,26,1,Colón de Santa Fe
223247,Nelson Acevedo,Argentina,71,71,32,0,Defensa y Justicia
223248,Juan Martín Lucero,Argentina,73,73,28,1,Vélez Sarsfield
223249,Gabriel Arias,Chile,77,77,33,0,Racing Club
223255,Aslak Fonn Witry,Norway,70,76,24,0,Djurgårdens IF
223273,Mario Pašalić,Croatia,77,81,25,7,Atalanta
223283,Famara Diedhiou,Senegal,71,72,27,0,Bristol City
223284,Pablo Martinez,France,73,73,31,0,Nîmes Olympique
223297,Carraça,Portugal,75,76,27,0,FC Porto
223313,Hakan Arslan,Turkey,70,70,32,0,Demir Grup Sivasspor
223329,Andrea Conti,Italy,77,80,26,8,Milan
223334,Joelinton,Brazil,75,81,24,6,Newcastle United
223402,Emre Taşdemir,Turkey,71,75,25,2,Galatasaray SK
223458,Reziuan Mirzov,Russia,71,71,27,1,Spartak Moscow
223498,Emanuel Cecchini,Argentina,71,78,23,5,Unión de Santa Fe
223510,Alexandre Mendy,France,70,72,26,0,SM Caen
223511,Issam Chebake,Morocco,71,71,31,0,Yeni Malatyaspor
223517,Danilo,Brazil,74,78,24,1,OGC Nice
223524,Edoardo Goldaniga,Italy,70,71,26,1,Genoa
223543,Jonathan Cafú,Brazil,72,72,29,0,Al Hazem
223550,Jonas Omlin,Switzerland,77,82,26,3,Montpellier Hérault SC
223573,Munir,Morocco,72,72,31,0,Hatayspor
223578,Mata,Spain,79,79,32,4,Getafe CF
223581,Jonathan Iglesias,Uruguay,70,70,31,0,Clermont Foot 63
223593,Javier Correa,Argentina,70,70,28,0,Club Atlas
223596,Smail Prevljak,Bosnia & Herzegovina,71,75,25,0,KAS Eupen
223597,Ruben Aguilar,France,78,79,27,4,AS Monaco
223608,Eraso,Spain,75,75,30,0,CD Leganés
223615,Christian Chimino,Argentina,72,72,32,0,Patronato
223627,Omar Al Soma,Syria,77,77,31,2,Al Ahli
223633,Leart Paqarada,Kosovo,71,74,26,0,FC St. Pauli
223641,Timo Baumgartl,Germany,74,78,24,1,PSV
223654,Fede,Spain,73,79,23,1,R. Valladolid CF
223671,Stefan Posch,Austria,75,79,23,1,TSG Hoffenheim
223685,Octavio Rivero,Uruguay,71,71,28,0,Santos Laguna
223686,Timon Wellenreuther,Germany,71,75,24,1,RSC Anderlecht
223689,Wout Weghorst,Netherlands,81,81,28,4,VfL Wolfsburg
223697,Robin Gosens,Germany,82,82,26,19,Atalanta
223710,Vedat Muriqi,Kosovo,76,79,26,2,Lazio
223717,Dorukhan Toköz,Turkey,73,78,24,4,Beşiktaş JK
223724,Stefan Lainer,Austria,80,80,28,8,Borussia Mönchengladbach
223740,Eguaras,Spain,70,70,28,0,R. Zaragoza
223749,Orkan Çınar,Turkey,71,77,24,2,MKE Ankaragücü
223751,Gideon Jung,Germany,71,74,26,0,Hamburger SV
223791,Recep Niyaz,Turkey,70,75,25,1,Denizlispor
223793,Srđan Grahovac,Bosnia & Herzegovina,70,71,28,0,SK Rapid Wien
223816,Jonathan Rodríguez,Uruguay,78,79,27,7,Cruz Azul
223843,Damián Frascarelli,Uruguay,70,70,35,0,Sociedad Deportiva Aucas
223848,Sergej Milinković-Savić,Serbia,85,89,25,23,Lazio
223867,Andreas Gruber,Austria,70,72,25,0,LASK
223874,Valentin Rongier,France,80,83,25,3,Olympique de Marseille
223875,Yacine Bammou,Morocco,70,70,29,0,SM Caen
223877,Darnell Furlong,England,71,76,24,0,West Bromwich Albion
223879,Leonardo Ramos,Argentina,70,70,31,1,Pachuca
223885,Alexander Nübel,Germany,75,80,24,14,FC Bayern München
223898,Paul Bernardoni,France,78,84,23,3,Angers SCO
223922,Andreas Bouchalakis,Greece,73,74,27,3,Olympiacos CFP
223926,Samuel Bastien,Belgium,74,79,24,0,Standard de Liège
223929,Aaron Leya Iseka,Belgium,70,76,22,3,Toulouse FC
223952,David Soria,Spain,82,84,27,2,Getafe CF
223959,Lucas Torreira,Uruguay,81,85,24,18,Atlético de Madrid
223978,Manu García,Spain,72,83,22,4,R. Sporting
223994,Stefan Mugoša,Montenegro,72,72,28,0,Incheon United FC
224003,Sergio Herrera,Spain,76,78,27,0,CA Osasuna
224013,Sergi Canós,Spain,70,76,23,0,Brentford
224030,Maxime Lopez,France,74,77,22,21,Sassuolo
224031,Adam Marušić,Montenegro,77,77,28,0,Lazio
224049,Néstor Breitenbruch,Argentina,70,73,25,0,Defensa y Justicia
224065,Domingo Blanco,Argentina,73,76,25,1,Club Atlético Independiente
224069,Karl Toko Ekambi,Cameroon,77,77,28,6,Olympique Lyonnais
224075,André Simões,Portugal,74,74,30,3,AEK Athens
224081,Kalvin Phillips,England,77,83,24,6,Leeds United
224103,Erick Aguirre,Mexico,71,80,23,8,Pachuca
224104,Damián Martínez,Argentina,72,72,30,0,Rosario Central
224151,Henry Martín,Mexico,76,77,27,8,Club América
224158,Sofyan Amrabat,Morocco,77,84,24,3,Fiorentina
224179,Borja Iglesias,Spain,79,80,27,3,Real Betis Balompié
224186,Jordy de Wijs,Netherlands,71,74,25,0,Hull City
224189,Yoann Barbet,France,70,72,27,0,Queens Park Rangers
224196,Ramy Bensebaini,Algeria,79,82,25,9,Borussia Mönchengladbach
224218,François Kamano,Guinea,75,78,24,0,Lokomotiv Moskva
224221,Joachim Andersen,Denmark,76,82,24,4,Fulham
224232,Nicolò Barella,Italy,80,87,23,23,Inter
224242,Derrick Luckassen,Netherlands,71,75,25,1,RSC Anderlecht
224251,Robin Zentner,Germany,75,78,25,0,1. FSV Mainz 05
224254,Cristian Pavón,Argentina,79,85,24,24,LA Galaxy
224258,Kristoffer Ajer,Norway,73,81,22,7,Celtic
224263,Jonjoe Kenny,England,76,81,23,3,Everton
224265,Joe Williams,England,71,78,23,0,Bristol City
224271,Thomas Goiginger,Austria,74,74,27,0,LASK
224293,Rúben Neves,Portugal,82,87,23,27,Wolverhampton Wanderers
224294,Lewis Cook,England,75,80,23,4,AFC Bournemouth
224301,Karol Świderski,Poland,71,76,23,0,PAOK
224309,Joan Jordán,Spain,79,82,26,3,Sevilla FC
224315,Luca Paganini,Italy,70,70,27,0,Lecce
224317,Javier Cabrera,Uruguay,71,71,28,0,Unión de Santa Fe
224334,Marcos Acuña,Argentina,83,83,28,6,Sevilla FC
224336,Taras Romanczuk,Poland,71,71,28,0,Jagiellonia Białystok
224348,Lucas Hoyos,Argentina,75,75,31,0,Vélez Sarsfield
224358,Dani Ramírez,Spain,70,70,28,2,Lech Poznań
224367,Germán Lanaro,Argentina,71,71,34,0,Universidad Católica
224368,Moussa Doumbia,Mali,74,75,26,1,Stade de Reims
224371,Jarrod Bowen,England,77,84,23,2,West Ham United
224378,Mattia Bani,Italy,72,75,26,0,Genoa
224389,Jordan Larsson,Sweden,73,80,23,5,Spartak Moscow
224394,Fábio Martins,Portugal,77,77,27,4,Al Shabab
224396,Yeimar Gómez Andrade,Colombia,76,78,28,1,Seattle Sounders FC
224411,Gonçalo Guedes,Portugal,81,87,23,12,Valencia CF
224415,Luis Rioja,Spain,74,74,27,0,D. Alavés
224422,Jérémie Boga,Ivory Coast,77,86,23,11,Sassuolo
224423,Maximilian Wittek,Germany,71,76,25,0,Vitesse
224425,Marius Wolf,Germany,76,79,25,1,1. FC Köln
224428,Juan Ferney Otero,Colombia,72,75,25,1,Amiens SC
224440,Julian Pollersbeck,Germany,71,75,26,0,Olympique Lyonnais
224442,Bingourou Kamara,Senegal,74,79,24,0,RC Strasbourg Alsace
224444,Haris Belkebla,Algeria,73,76,26,0,Stade Brestois 29
224458,Diogo Jota,Portugal,80,86,23,140,Liverpool
224459,Víctor Salazar,Argentina,73,74,27,0,San Lorenzo de Almagro
224461,Walter Montoya,Argentina,73,73,27,0,Racing Club
224490,Zeki Çelik,Turkey,77,83,23,5,LOSC Lille
224494,Rico Henry,England,74,80,23,2,Brentford
224508,Leonardo Mancuso,Italy,70,70,28,0,Empoli
224509,Ulises Rivas,Mexico,71,77,24,0,Santos Laguna
224510,Walter Bou,Argentina,72,73,27,1,Boca Juniors
224520,Ryan Kent,England,73,81,23,6,Rangers FC
224524,Esteban Burgos,Argentina,70,72,28,0,SD Eibar
224537,Iago,Brazil,71,73,28,0,Al Taawoun
224538,Pedro Nuno,Portugal,75,78,25,0,Moreirense FC
224540,Emmanuel Boateng,Ghana,76,83,24,3,Dalian Professional Football Club
224574,Orbelín Pineda,Mexico,74,80,24,2,Cruz Azul
224591,Yann Bodiger,France,70,75,25,1,Cádiz CF
224599,Yan Junling,China PR,73,75,29,1,Shanghai SIPG FC
224604,Wang Shenchao,China PR,70,70,31,0,Shanghai SIPG FC
224655,Rafael Defendi,Brazil,71,71,36,0,SC Farense
224656,Ola Aina,Nigeria,73,79,24,0,Fulham
224719,Alexandr Tashaev,Russia,72,73,26,0,Spartak Moscow
224739,Peter Olayinka,Nigeria,75,77,24,1,SK Slavia Praha
224763,Krystian Bielik,Poland,70,82,22,1,Derby County
224796,Jorge Rodríguez,Argentina,70,75,25,0,Banfield
224808,Gian Marco Ferrari,Italy,72,73,28,1,Sassuolo
224831,Guillermo Beltrán,Paraguay,70,70,36,0,Club Nacional
224859,Nikolai Laursen,Denmark,70,76,22,0,FC Emmen
224869,Bustinza,Spain,75,77,28,0,CD Leganés
224874,Amahl Pellegrino,Norway,70,70,30,0,Kristiansund BK
224883,Steve Mounié,Benin,70,73,26,1,Stade Brestois 29
224885,Guilherme Sityá,Brazil,70,70,30,0,Konyaspor
224921,Adrián Marín,Spain,73,82,23,0,D. Alavés
224933,Kevin Lasagna,Italy,75,75,28,2,Udinese
224949,Javairô Dilrosun,Netherlands,75,86,22,1,Hertha Berlin
224956,Daniel Crowley,England,72,78,23,0,Birmingham City
224970,Jean-Luc Dompé,France,71,74,25,0,SV Zulte Waregem
224980,Marnon Busch,Germany,71,75,25,0,1. FC Heidenheim 1846
225014,Gaetano Castrovilli,Italy,73,81,23,11,Fiorentina
225018,Florin Andone,Romania,74,75,27,4,Brighton & Hove Albion
225024,Mason Holgate,England,77,83,24,6,Everton
225028,Nemanja Radoja,Serbia,75,76,27,0,Levante UD
225071,Ben Whiteman,England,70,75,24,0,Doncaster Rovers
225085,Jonathan Bamba,France,78,83,24,15,LOSC Lille
225100,Joe Gomez,England,83,88,23,37,Liverpool
225106,Jorge Sáenz,Spain,70,80,23,1,RC Celta
225114,Mimoun Mahi,Morocco,71,74,26,1,FC Utrecht
225116,Alex Meret,Italy,78,87,23,15,Napoli
225117,Nicolas Haas,Switzerland,70,73,24,0,Empoli
225126,Ellyes Skhiri,Tunisia,77,80,25,0,1. FC Köln
225139,Keagan Dolly,South Africa,70,71,27,0,Montpellier Hérault SC
225144,Percy Tau,South Africa,75,77,26,3,RSC Anderlecht
225147,Connor Roberts,Wales,72,77,25,0,Swansea City
225149,Jean Butez,France,71,75,25,0,Royal Antwerp FC
225151,Adama Traoré,Mali,71,74,25,8,Hatayspor
225161,Vallejo,Spain,76,80,23,4,Granada CF
225169,Tony Mauricio,France,70,71,26,0,RC Lens
225182,Jarlan Barrera,Colombia,75,80,25,2,Atlético Nacional
225193,Merino,Spain,81,85,24,14,Real Sociedad
225199,Vincent Koziello,France,71,76,24,5,CD Nacional
225200,Kike Barja,Spain,70,76,23,0,CA Osasuna
225201,Álex Berenguer,Spain,77,82,25,1,Athletic Club
225202,Carlos Nieto,Spain,70,75,24,0,R. Zaragoza
225204,Raúl Guti,Spain,70,78,23,2,Elche CF
225206,Khaled Narey,Germany,70,71,26,2,Hamburger SV
225236,Benjamín Kuscevic,Chile,72,80,24,3,Universidad Católica
225252,Jhon Duque,Colombia,73,74,28,0,Millonarios FC
225263,Duje Ćaleta-Car,Croatia,79,85,24,6,Olympique de Marseille
225289,Nicolás Fernández,Argentina,71,78,24,0,San Lorenzo de Almagro
225293,Habib Diallo,Senegal,76,80,25,0,RC Strasbourg Alsace
225299,Emiliano Velázquez,Uruguay,71,76,26,1,Rayo Vallecano
225305,Sinan Gümüş,Germany,73,74,26,0,Fenerbahçe SK
225309,Nadiem Amiri,Germany,77,82,24,5,Bayer 04 Leverkusen
225341,David García,Spain,76,80,26,1,CA Osasuna
225346,Felipe Gedoz,Brazil,71,71,27,0,Club Nacional de Football
225356,Andrés Ibargüen,Colombia,72,72,28,1,Club América
225359,Constantin Budescu,Romania,75,75,31,0,AFC Astra Giurgiu
225363,Rúben Lameiras,Portugal,75,78,25,0,Futebol Clube de Famalicão
225375,Konrad Laimer,Austria,82,86,23,21,RB Leipzig
225386,Ygor Nogueira,Brazil,70,72,25,0,Gil Vicente FC
225403,İrfan Can Kahveci,Turkey,76,81,25,5,İstanbul Başakşehir FK
225410,Adam Masina,Italy,74,76,26,2,Watford
225439,Rolando Mandragora,Italy,74,80,23,0,Udinese
225445,Damjan Bohar,Slovenia,70,70,29,0,Free Agents
225475,Hernani,Brazil,75,79,26,1,Parma
225502,Kevin Balanta,Colombia,70,77,23,0,Club Tijuana
225507,Pol Llonch,Spain,74,75,28,1,Willem II
225508,Eric Bailly,Ivory Coast,79,82,26,8,Manchester United
225523,Lekue,Spain,74,75,27,0,Athletic Club
225530,Obbi Oularé,Belgium,71,75,24,1,Standard de Liège
225541,Aboubakar Kamara,France,70,73,25,2,Fulham
225551,Egor Sorokin,Russia,70,76,24,0,Free Agents
225555,Ahmet Oğuz,Turkey,72,73,27,0,Kasimpaşa SK
225562,Merquelanz,Spain,75,78,25,1,Real Sociedad
225591,Leonardo Suárez,Argentina,73,79,24,1,Club América
225614,Ilzat Akhmetov,Russia,72,80,22,3,PFC CSKA Moscow
225646,Camilo Mayada,Uruguay,74,74,29,2,Club Atlético de San Luis
225653,Gyrano Kerk,Netherlands,75,80,24,3,FC Utrecht
225659,Guido Rodríguez,Argentina,76,78,25,7,Real Betis Balompié
225663,Alexandr Golovin,Russia,79,83,24,17,AS Monaco
225668,Karlan Grant,England,73,81,23,3,West Bromwich Albion
225669,Kingsley Ehizibue,Netherlands,73,77,25,1,1. FC Köln
225673,Kasim Adams Nuhu,Ghana,71,74,25,2,TSG Hoffenheim
225680,Arturo Mina,Ecuador,71,71,30,1,BB Erzurumspor
225681,Luis Fernando León,Ecuador,70,70,27,0,Club Atlético de San Luis
225682,Mario Pineida,Ecuador,70,70,28,0,Barcelona Sporting Club
225692,Matthias Bader,Germany,70,78,23,0,SV Darmstadt 98
225696,Murilo,Brazil,74,77,25,0,RCD Mallorca
225701,Pedro Gallese,Peru,73,73,30,1,Orlando City Soccer Club
225706,Miguel Trauco,Peru,74,74,28,1,AS Saint-Étienne
225711,Abdou Diallo,France,78,82,24,9,Paris Saint-Germain
225713,Jean-Kévin Augustin,France,73,79,23,6,FC Nantes
225719,Kelechi Iheanacho,Nigeria,74,79,24,8,Leicester City
225720,Glenn Bijl,Netherlands,72,75,25,0,FC Emmen
225733,Cesinha,Brazil,75,75,30,0,Daegu FC
225748,Todd Cantwell,England,74,82,22,5,Norwich City
225782,Ainsley Maitland-Niles,England,76,84,23,15,Arsenal
225783,Stephy Mavididi,England,75,80,22,2,Montpellier Hérault SC
225793,Ben Godfrey,England,72,83,22,11,Everton
225844,Daniele Verde,Italy,72,76,24,3,La Spezia
225850,Presnel Kimpembe,France,82,87,25,30,Paris Saint-Germain
225855,Antonin Bobichon,France,71,76,25,0,Angers SCO
225859,Moussa Niakhaté,France,75,79,24,1,1. FSV Mainz 05
225863,Olivier Boscagli,France,71,78,22,1,PSV
225877,Bernardo Medina,Paraguay,71,71,32,0,Club Atlético Grau
225878,Cecilio Domínguez,Paraguay,74,74,26,0,Club Guaraní
225880,Jorge Moreira,Paraguay,75,75,30,0,River Plate
225926,Pere Milla,Spain,73,73,28,3,Elche CF
225931,Mikkel Duelund,Denmark,70,78,23,2,Dynamo Kyiv
225948,Rasmus Lauritsen,Denmark,70,77,24,1,Dinamo Zagreb
225951,Denis Bouanga,Gabon,77,80,25,3,AS Saint-Étienne
225953,Steven Bergwijn,Netherlands,83,88,23,14,Tottenham Hotspur
225964,Jorge Carrascal,Colombia,73,84,22,15,River Plate
225974,Scott McKenna,Scotland,70,79,23,3,Nottingham Forest
225995,Petar Stojanović,Slovenia,72,76,25,2,Dinamo Zagreb
225997,Benjamin Verbič,Slovenia,78,79,26,0,Dynamo Kyiv
226002,Miguel Araujo,Peru,70,75,26,0,FC Emmen
226012,Ryan Manning,Republic of Ireland,72,77,24,0,Swansea City
226035,Jordan Morris,United States,75,78,26,6,Seattle Sounders FC
226045,Jesús Gallardo,Mexico,76,77,26,4,Rayados de Monterrey
226060,Roger Assalé,Ivory Coast,73,76,26,4,Dijon FCO
226075,Michalis Bakakis,Greece,72,72,29,0,AEK Athens
